ticker,sector,calendarDate,updated,dateKey,SO_Q22020,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,shareholdersEquity,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,Year,Month,Quarter
BFS,STRIP CENTER,3/31/08,2/28/20,5/9/08,31201.32,0,839756000,12.653,-4456000,29007000,8996000,9130000,2.708,554377000,24668000,6943000,0,0.036,0.47,17734000,24677000,0.637,9130000,0.4,0.39,225307000,1429609460,20,14.576,17110000,0.961,29726000,0.768,0,8604000,1365126000,0,0,610102000,904239460,23242000,0,1322000,11302000,-8343000,71450000,-69774000,-65523000,21566000,0,9130000,7033000,0,0,0.182,9866000,19860000,18059000,1.175,4.013,31.33,30.963,738923000,2097000,50.78,5.925,5.925,37991000,-114339000,38722000,0,199000,2923000,1,17807000,17807000,,2.175,839756000,0,0,0,47.159,2008,3,1
VNO,OFFICE,3/31/08,2/26/20,5/6/08,206896.49,9521000,21486198000,41.551,-164023000,1541074000,262605000,412197000,2.148,12168503000,824648000,156955000,0,0.02,0,343047000,500002000,0.766,194868000,2.6,2.47,6382140000,25440292723,20,13.885,57552000,0.375,389916000,0.598,0,148179000,32113627000,0,2367536000,13709385000,14812863723,386479000,-52389000,10307000,337631000,-138030000,167308000,-2404000,213142000,221575000,0,412197000,397922000,-100348000,0,0.61,183176000,206740000,501204000,0,2.321,19.567,19.404,15274385000,14275000,96.44,4.647,4.647,718020000,177714000,652521000,0,0,49388000,1,153596679,153596679,,4.248,21486198000,0,-217329000,19741000,139.887,2008,3,1
SLG,OFFICE,3/31/08,3/1/20,5/12/08,79204.69,2143000,11449034000,66.102,96332000,190920000,96127000,130860000,1.775,5774801000,808262000,57494000,34067000,0.031,0.79,209378000,266872000,0.98,130860000,2.15,2.14,3865758000,11161759004,12,9.713,116709000,1.996,176140000,0.647,0,78518000,17032915000,0,2207650000,6861109000,5577878004,829000,1079000,-49313000,34948000,-50990000,-61440000,41892000,-11191000,20377000,0,130860000,125891000,-106062000,0,0.462,83430000,92710000,204284000,0.367,1.443,9.011,9.144,8277668000,4969000,95.56,5.388,5.398,208129000,871731000,272267000,0,0,27982000,1,58370427,58482000,61221000,4.656,11449034000,0,0,0,195.77,2008,3,1
DRE,INDUSTRIAL,3/31/08,5/2/20,5/12/08,372463.34,-9719000,7760243000,20.362,-160400000,15529000,216181000,19354000,1.579,4262139000,0,60850000,38085000,0.074,0.48,19354000,80204000,0.33,19354000,0.03,0.03,2979653000,8032586965,37,18.33,-158177000,-1.081,26496000,0.109,0,0,12006853000,0,144077000,4703971000,3785976965,-32483000,-20296000,5801000,-72531000,-70211000,119572000,-154278000,38753000,2223000,0,19354000,4048000,-880000,0,0.017,12162000,14334000,129631000,16,1.271,24.716,23.679,6704966000,15306000,25.81,4.002,3.992,214038000,-693194000,242677000,0,0,12162000,1,146686438,146331000,154596000,1.658,7760243000,0,0,72559000,53.032,2008,3,1
O,NET LEASE,3/31/08,2/24/20,5/2/08,344630.73,0,3039464000,15.17,-179849000,13343000,1263000,29761000,0.998,1470000000,0,22960000,0,0.064,0.411,53628000,76588000,0.918,30159000,0.24,0.24,1521287000,4002256566,19,13.669,-131736000,-1.314,82160000,0.985,17206000,23469000,4478915000,0,0,1518177000,2545599566,-179758000,0,0,0,-41554000,-47625000,-180246000,0,48113000,0,29761000,23698000,0,0,0.284,28504000,53656000,36449000,1.712,1.673,23.228,22.845,2965989000,6063000,25.13,8.243,8.16,8312000,-362683000,83423000,0,1143000,5544000,1,101297237,100280264,100365576,0.832,3022258000,0,398000,0,30.138,2008,3,1
OFC,OFFICE,3/31/08,2/20/20,5/12/08,114393.83,-4368000,2936744000,17.106,-24232000,54319000,43448000,11395000,2.446,1845968000,10665000,25328000,33169000,0.034,0.34,31836000,57164000,0.538,11507000,0.16,0.15,814702000,3677707385,30,15.978,18858000,0.396,62824000,0.591,102647000,20329000,4625746000,0,0,1992917000,1886058385,12969000,0,392000,20153000,-23056000,-3138000,-26983000,0,43090000,0,11395000,7370000,-1036000,0,0.069,30870000,31954000,66210000,2.125,2.315,76.882,76.154,2617079000,4025000,39.6,4.521,4.521,76162000,-134960000,106272000,0,1119000,5933000,1,47627737,47627737,,2.231,2834097000,0,112000,0,59.505,2008,3,1
SPG,MALL,3/31/08,2/28/20,5/9/08,352284.42,-17604000,23503125000,15.478,-230191000,428659000,226302000,99284000,5.485,17445746000,0,225010000,0,0.045,1.047,329178000,554188000,0.619,99261000,0.39,0.39,3478715000,39386991663,28,17.042,-8650000,-0.038,668996000,0.747,0,229917000,40520212000,0,1868115000,19079210000,22369904663,-73323000,23085000,2546000,171874000,-264206000,-95758000,-199106000,8000000,221541000,0,99284000,87933000,0,0,0.098,310456000,358540000,1066471000,2.685,6.431,52.547,52.11,19093560000,11351000,99.53,6.056,6.056,914387000,-2168255000,895298000,0,0,64275000,1,224755397,224755397,,3.983,23503125000,0,-23000,0,104.572,2008,3,1
SITC,STRIP CENTER,3/31/08,4/30/20,5/12/08,194226.88,-8734000,9153743000,49.117,11214000,120599000,64544000,43424000,2.112,5709801000,0,0,0,0.064,1.38,105638000,105638000,0.437,43424000,0.56,0.56,2941644000,10591289425,20,14.288,93539000,1.562,177352000,0.733,0,62214000,14742945000,0,646627000,6212099000,5002087425,19688000,-108011000,87000,117161000,-89452000,25356000,-87993000,-519000,82325000,1729000,43424000,32857000,93000,0,0.136,78899000,98453000,135588000,2.464,1.7,23.908,24.279,8000096000,10567000,83.52,5.23,5.23,19076000,-309800000,241896000,0,0,20715000,1,59890894,59890894,,4.039,9153743000,0,0,0,152.84,2008,3,1
RHP,LODGING,3/31/08,2/26/20,5/9/08,55370.48,-13113000,2508109000,22.342,-162442000,17119000,113489000,-7306000,1.748,1165517000,0,21211000,0,0,0,-6451000,14760000,0.076,-10030000,-0.18,-0.18,912579000,2366847425,13,9.11,-168270000,-4.12,81746000,0.419,8557000,3579000,3386036000,0,4409000,1595530000,1218449425,-7709000,0,-19999000,182000000,0,162449000,-164330000,0,-5828000,0,-7306000,-7306000,458000,0,-0.037,88358000,-6612000,257080000,0,1.335,12.047,12.077,2335174000,0,29.83,1.733,1.733,59282000,223452000,195235000,0,2116000,39541000,1,40846444,40846444,,4.78,2499552000,7689000,-2724000,67936000,61.194,2008,3,1
HST,LODGING,6/30/08,2/25/20,7/21/08,713791.97,49000000,12045000000,10.694,-181000000,566000000,921000000,190000000,1.118,5912000000,0,131000000,0,0.077,0.2,285000000,416000000,0.294,204000000,0.36,0.35,5555000000,12052357636,12,7.857,31000000,0.06,494000000,0.349,0,81000000,17391000000,0,203000000,6211000000,6706357635,188000000,18000000,-37000000,294000000,-105000000,140000000,-164000000,0,212000000,0,190000000,188000000,-11000000,0,0.133,218000000,276000000,84000000,0.556,1.207,10.595,10.669,10718000000,2000000,12.91,1.226,1.226,134000000,-236000000,1415000000,0,0,87000000,1,519469995,519469995,,2.724,12045000000,0,14000000,0,23.187,2008,6,2
DRH,LODGING,6/30/08,3/1/20,7/22/08,201736.36,0,2138323000,11.478,-15224000,59075000,117815000,21755000,1.021,855117000,20631000,18112000,0,0.101,0.25,34071000,52183000,0.288,22641000,0.23,0.23,1057966000,1689206267,14,8.627,13137000,0.143,63201000,0.349,0,11430000,2934365000,0,0,1080357000,893164267,5863000,0,-2840000,17267000,-23811000,-9384000,-13114000,0,28361000,0,21755000,21755000,0,0,0.12,29462000,33739000,95357000,1.087,0.844,13.147,13.648,1940350000,0,9.69,1.255,1.255,72460000,-87087000,181016000,0,896000,3345000,1,92173815,92173815,,1.964,2138323000,0,886000,0,23.199,2008,6,2
O,NET LEASE,6/30/08,2/24/20,7/31/08,344630.73,0,3042937000,15.031,-4199000,39373000,1093000,33051000,1.017,1470000000,0,22870000,0,0.065,0.413,57198000,80068000,0.971,33269000,0.27,0.27,1508321000,3983401828,18,13.102,76880000,0.766,81339000,0.987,17206000,23929000,4456358000,0,0,1534616000,2552774828,26030000,0,162000,-3200000,-41756000,-50850000,-4199000,0,81079000,0,33051000,26988000,0,0,0.327,28840000,52499000,53383000,1.53,1.692,24.149,23.764,2914434000,6063000,25.19,7.963,7.885,9130000,-377521000,82432000,0,1710000,5924000,1,101340803,100346512,100394431,0.821,3025731000,0,218000,0,30.153,2008,6,2
VNO,OFFICE,6/30/08,2/26/20,8/5/08,206896.49,-28331000,21501573000,41.255,-228609000,1712032000,256358000,139660000,2.169,12219332000,780225000,134734000,0,0.026,0.658,294891000,429625000,0.637,144575000,0.82,0.79,6348764000,25605382264,21,14.226,3332000,0.022,418007000,0.62,0,150316000,32008873000,0,2164778000,13769459000,15098082264,170958000,96181000,1833000,71115000,-138448000,-98550000,37567000,187201000,231941000,0,139660000,125386000,-53005000,0,0.186,181959000,236048000,515863000,0.802,2.378,20.66,20.482,15365848000,14274000,98.11,4.921,4.921,728167000,164652000,674365000,0,0,50285000,1,153889331,153889331,,4.382,21501573000,0,4915000,19698000,139.721,2008,6,2
WRE,OFFICE,6/30/08,4/27/20,8/8/08,82346.72,380000,1905441000,11.637,15564000,61592000,22803000,21208000,2.409,1265409000,0,21198000,10436000,0.049,0.43,38790000,59988000,0.86,21208000,0.44,0.44,557819000,2926284821,23,13.993,51870000,1.082,46965000,0.673,0,17582000,3109258000,0,0,1343831000,1722467821,-134000,0,90245000,-79415000,-21421000,-11773000,-24667000,0,36306000,0,21208000,21208000,0,0,0.304,24309000,22656000,59193000,0.977,3.088,27.537,26.18,1721624000,0,34.82,6.363,6.166,37096000,-96873000,69768000,0,525000,3111000,1,49467772,47933000,48148000,1.456,1905441000,0,0,0,39.752,2008,6,2
HTA,HEALTH CARE,6/30/08,2/19/20,8/13/08,222535.09,0,830567000,19.226,-243891000,19301000,5444000,326000,1.598,474301000,0,6923000,0,,0,4459000,11382000,0.699,326000,0.02,0.02,318815000,,,,-239436000,-14.439,10829000,0.665,116687000,4133000,1168880000,0,0,509563000,,2344000,0,118922000,142723000,0,245371000,-247482000,0,4455000,0,326000,326000,0,0,0.02,9634000,1195000,22657000,0,,,,681629000,0,,,,4669000,-31900000,16273000,0,44000,2195000,1,22590263,16582433,16582508,0.981,713880000,0,0,0,43.05,2008,6,2
APLE,LODGING,6/30/08,2/24/20,8/4/08,223216.63,0,162821000,50.929,0,162579000,0,294000,0,0,0,0,0,,0,294000,294000,,294000,0.1,0.1,162770000,,,,322766,0.101,0,,0,0,242000,0,0,51000,,162569286,-210000,163509000,-201000,-893000,162456520,-210000,0,322766,0,294000,294000,0,0,,94000,-94000,51000,0,,,,0,0,,,,0,-637000,0,0,26000,94000,1,10581919,3196000,3196000,0,162821000,0,0,0,50.945,2008,6,2
WELL,HEALTH CARE,6/30/08,2/14/20,8/6/08,418585.3,-8546000,5805014000,29.488,-182582000,174772000,11375000,162397000,1.202,3056954000,0,39629000,0,0.053,0.68,194389000,234018000,1.722,162441000,1.75,1.74,2633124000,7695021650,18,13.364,-93604000,-1.048,124513000,0.916,0,31948000,8687196000,0,491014000,3164221000,4812839650,-7204000,0,18840000,298664000,-67005000,250382000,-346564000,-31225000,88978000,0,162397000,156613000,-120744000,0,1.153,50803000,73710000,0,0.389,1.828,18.921,17.366,4978211000,5784000,50.71,9.11,8.571,133950000,-304050000,135888000,0,1406000,10575000,1,94909084,89294000,89853000,1.522,5805014000,0,44000,0,65.01,2008,6,2
SITC,STRIP CENTER,6/30/08,4/30/20,8/11/08,194226.88,22832000,9273753000,48.757,11683000,97026000,63123000,39927000,2.163,5811282000,0,0,0,0.078,1.38,101101000,101101000,0.434,39927000,0.5,0.5,2932026000,9880474131,24,15.426,142222000,2.365,169583000,0.729,0,61174000,14988009000,0,689313000,6341727000,4166218131,-23535000,-157004000,907000,100106000,-93206000,3038000,-157112000,-12247000,130539000,418000,39927000,29360000,199000,0,0.126,81449000,88134000,158876000,2.76,1.421,32.764,32.374,8090254000,10567000,69.28,4.462,4.462,40423000,-363424000,232706000,0,0,21333000,1,60135943,60135943,,3.87,9273753000,0,0,0,154.213,2008,6,2
KRC,OFFICE,6/30/08,4/30/20,7/30/08,119521.07,0,2087725000,20.503,-24080000,5123000,16716000,7983000,1.981,1152061000,0,21536000,0,0.049,0.58,17431000,38967000,0.56,7983000,0.17,0.17,663296000,2653517244,19,12.084,8530000,0.264,52913000,0.76,0,9448000,3234663000,0,13310000,1314183000,1506579244,-514000,0,-4114000,19528000,-20255000,-8864000,-24260000,34000,32610000,0,7983000,5581000,-406000,0,0.08,34327000,18586000,44893000,3.412,2.271,16.724,16.597,1932062000,2402000,46.14,5.574,5.522,70397000,-109999000,69629000,0,3739000,9187000,1,32652346,32351044,32509817,2.152,2087725000,0,0,0,64.533,2008,6,2
BXP,OFFICE,6/30/08,3/2/20,8/11/08,172641.26,-41868000,10387925000,30.88,-108927000,171754000,125552000,79534000,1.63,5503889000,0,74389000,0,0.084,0.68,144098000,218487000,0.593,79534000,0.66,0.66,3697997000,17722960076,22,16.148,37621000,0.314,242968000,0.659,0,64564000,15720060000,0,627068000,6026615000,12390825076,-682533000,-444836000,302000,-26666000,-105494000,-108334000,-720747000,103016000,146548000,0,79534000,79534000,0,0,0.216,91856000,151112000,183192000,1.03,3.351,23.178,22.881,8619040000,0,103.42,8.358,8.354,312116000,399502000,368520000,0,5631000,17467000,1,119810724,119753000,121315000,3.077,10387925000,0,0,0,86.745,2008,6,2
HT,LODGING,6/30/08,2/26/20,8/7/08,43435.55,-21000,1195974000,34.529,-32046000,16972000,40611000,8225000,1.968,721047000,0,10288000,0,0.1,0.72,18571000,28859000,0.404,8225000,0.64,0.64,382013000,1052108026,17,10.323,-13001000,-1.175,30862000,0.432,8032000,10346000,1892017000,0,50808000,751803000,348033026,4364000,-565000,62009000,-23580000,-8707000,19513000,-34194000,-1584000,19045000,0,8225000,7025000,0,0,0.098,12015000,18847000,19520000,1.125,0.911,23.46,20.083,987235000,1200000,28.92,1.352,1.243,86049000,-80273000,71473000,0,313000,2003000,1,12034337,11063410,11063410,6.46,1187942000,0,0,0,107.376,2008,6,2
BFS,STRIP CENTER,6/30/08,2/28/20,8/8/08,31201.32,0,852039000,12.639,-10402000,36964000,8805000,10229000,2.762,565194000,22654000,6989000,0,0.041,0.47,18934000,25923000,0.646,10229000,0.36,0.36,225501000,1340709140,18,13.373,7666000,0.43,31300000,0.78,0,8705000,1380269000,0,0,622791000,812479140,7957000,0,1574000,10817000,-8356000,3330000,-13441000,-3039000,18068000,0,10229000,6443000,0,0,0.161,10179000,21121000,20140000,1.306,3.603,28.63,28.462,750104000,3786000,45.54,5.22,5.22,33087000,-116270000,40105000,0,563000,3190000,1,17841000,17841000,,2.248,852039000,0,0,0,47.757,2008,6,2
EQIX,DATA CENTER,6/30/08,2/22/20,8/5/08,90480.55,3840000,2330982000,24.026,-107634000,151127000,102008000,2229000,1.653,1192032000,0,38294000,0,0,0,14794000,53088000,0.309,1971000,0.06,0.06,878673000,3829793302,77,21.015,-42676000,-1.167,70036000,0.407,530381000,12823000,2605933000,0,173622000,1452309000,2788888302,-109707000,0,12000000,29924000,0,41924000,-216215000,-107849000,64958000,-374000,2229000,2229000,0,0,0.013,56735000,13301000,74722000,0,3.174,489.193,500.067,1331017000,0,75.01,4.869,4.79,63105000,-550982000,172044000,0,17048000,56735000,1,37180220,36572000,37844000,4.704,1800601000,0,-258000,24115000,49.234,2008,6,2
CDR,STRIP CENTER,6/30/08,2/14/20,8/5/08,94122.99,605000,1654619000,12.251,-20483000,26711000,11872000,3195000,1.885,934648000,0,14007000,0,0.069,0.225,14474000,28481000,0.664,3195000,0.03,0.03,544735000,1486278621,23,13.143,-4340000,-0.098,31043000,0.723,0,11279000,2562556000,0,4791000,1026782000,578341621,-7231000,-1094000,-122000,12801000,-10459000,-1560000,-21814000,0,16143000,0,3195000,1224000,0,0,0.029,16330000,14713000,23412000,7.5,1.062,48.797,48.148,1565145000,1971000,13,3.471,3.469,19847000,-113185000,42915000,0,607000,2323000,1,44487817,44464000,44466000,0.965,1654619000,0,0,0,37.213,2008,6,2
DLR,DATA CENTER,6/30/08,3/3/20,8/8/08,276998.22,18129000,3070850000,20.765,-203691000,56713000,44918000,13830000,1.187,1361172000,0,27429000,0,0.027,0.31,28111000,55540000,0.449,13830000,0.06,0.05,1368173000,4600076338,47,23.373,-147883000,-2.244,78858000,0.637,0,14281000,4375309000,0,0,1623801000,3295617338,-14603000,-610000,1354000,169040000,-22444000,138713000,-209124000,0,55808000,0,13830000,3728000,0,0,0.03,50729000,28129000,147132000,5.167,2.409,498.731,458.2,2574294000,10102000,45.82,7.34,6.724,47469000,-137319000,123776000,0,2323000,9823000,1,71925302,65889122,68068600,1.879,3070850000,0,0,0,46.606,2008,6,2
LSI,SELF STORAGE,6/30/08,2/26/20,8/8/08,47240.18,-4198000,1201644000,24.101,-5211000,21060000,18178000,10541000,1.252,610152000,6087000,8797000,0,0.065,0.63,19519000,28316000,0.565,10541000,0.49,0.48,523663000,1436847267,19,12.811,16573000,0.763,31942000,0.637,0,8978000,1790736000,0,100000,655404000,847755267,13827000,-6206000,2922000,17595000,-13735000,3186000,-11143000,0,21784000,0,10541000,10541000,-712000,0,0.21,12603000,19339000,20917000,1.286,1.619,20.623,20.22,1160922000,0,38.62,4.217,4.174,2589000,-106481000,50120000,0,434000,4095000,1,21951198,21727506,21760891,2.307,1201644000,0,0,0,55.305,2008,6,2
BDN,OFFICE,6/30/08,4/28/20,8/8/08,172959.94,-1151000,5150918000,19.522,-22807000,4791000,59244000,9368000,1.984,3130520000,0,41585000,58469000,0.102,0.44,45077000,86662000,0.564,9368000,0.08,0.08,1703922000,4650708012,22,12.054,6852000,0.079,94543000,0.615,167115000,35709000,8109532000,0,71078000,3380056000,1524979012,939000,1257000,0,36567000,-40421000,-5553000,-23167000,0,29659000,0,9368000,7370000,-7524000,0,0.048,58599000,35944000,110365000,5.5,0.895,29.382,28.683,4246759000,1998000,17.21,2.251,2.218,98671000,-586182000,153787000,0,0,6127000,1,88610053,87280576,87512345,1.762,4983803000,0,0,0,57.101,2008,6,2
SHO,LODGING,6/30/08,2/20/20,8/5/08,215635.55,0,3043617000,18.961,330910000,82723000,119621000,69218000,1.668,1718103000,0,29260000,0,0.108,0.35,93796000,123056000,0.482,69218000,1.05,1.05,1103256000,2291305000,11,6.864,397046000,6.824,135615000,0.531,16251000,24578000,4534832000,2990000,29286000,1840765000,655925000,16640000,1107000,0,-2020000,-25784000,-27804000,-21692000,0,66136000,0,69218000,61128000,-46602000,0,0.239,89466000,46149000,42437000,0.333,0.595,7.083,8.057,2467761000,8090000,12.73,0.62,0.7,34966000,-51743000,255236000,0,1089000,60547000,1,51525923,58186000,58276000,4.387,3027366000,0,0,0,52.029,2008,6,2
AHT,LODGING,6/30/08,3/13/20,8/8/08,12993.2,-149000,4170395000,10.081,-44344000,163257000,214599000,-26504000,2.32,2552331000,0,41203000,0,0.21,0.21,11905000,53108000,0.167,-26185000,-0.28,-0.28,1198768000,2868033888,21,9.12,10554000,0.089,103759000,0.326,3122000,38090000,6556347000,3943000,137947000,2780833000,478959888,17964000,203478000,0,-160246000,-35056000,-196068000,159134000,0,54898000,136000,-26504000,-33522000,-7646000,0,-0.105,48442000,55317000,115471000,-0.75,0.4,-9.404,-9.091,3688913000,7018000,4,0.379,0.377,113505000,-238307000,318358000,0,1860000,8365000,1,119739972,118911000,118911000,2.677,4167273000,0,319000,0,35.045,2008,6,2
EXR,SELF STORAGE,6/30/08,2/26/20,8/8/08,143405.91,0,2249277000,11.379,-46116000,222989000,22233000,8901000,1.62,1300671000,0,11697000,0,0.067,0.25,24863000,36560000,0.543,8901000,0.12,0.12,835468000,2265726102,22,15.499,-21788000,-0.297,45103000,0.67,0,15962000,3326959000,0,95819000,1353367000,1188044102,164827000,0,232956000,-19681000,-20484000,189554000,-49055000,0,24328000,0,8901000,8901000,0,0,0.132,23195000,21908000,33609000,2.083,1.422,33.925,28.431,1885454000,0,14.5,4.542,4.07,9238000,-226835000,67336000,0,1184000,10070000,1,81934076,73420540,79092783,0.917,2249277000,0,0,0,30.636,2008,6,2
ROIC,STRIP CENTER,6/30/08,4/23/20,8/11/08,128529.92,0,410724498,5.371,0,77167,0,464689,0.055,0,0,0,0,,0,753830,753830,,753830,0.01,0.01,277970980,,,,-4525937,-0.087,0,,0,0,410647331,0,408899772,15163463,,-1776832,0,0,0,0,-1395,2750500,2750500,-4525937,0,464689,464689,0,0,,134208,-134208,471774,0,,,,0,0,,,,0,3288591,0,0,0,134208,1,51750000,51750000,51750000,0,410724498,1699841,289141,0,7.937,2008,6,2
DEI,OFFICE,6/30/08,2/15/20,8/7/08,205398.89,-88178000,6747389000,16.27,-15647000,2764000,40333000,-9428000,2.13,3734941000,0,52366000,35298000,0.03,0.188,42363000,94729000,0.634,-9428000,-0.08,-0.08,1973785000,6636197946,42,19.355,21089000,0.174,109042000,0.73,21701000,51791000,10457865000,0,0,4204760000,2904020946,-1729000,0,667000,6750000,-22737000,-22818000,-15647000,0,36736000,0,-9428000,-9428000,0,0,-0.063,69587000,39455000,58262000,-2.35,1.471,-142.333,-125.842,6573356000,0,23.91,5.298,5.292,553000,-214615000,149375000,0,1049000,5729000,1,121456334,121313515,121313515,1.231,6725688000,0,0,0,55.441,2008,6,2
FR,INDUSTRIAL,6/30/08,4/29/20,8/11/08,131449.21,-6818000,3290607000,22.298,106841000,117441000,65470000,46184000,2.265,1962172000,0,47632000,26784000,0.119,0.72,70434000,118066000,0.902,42818000,0.96,0.96,961655000,2912655285,10,6.284,139988000,3.246,65354000,0.5,0,27616000,5135338000,0,63376000,2178017000,1067924285,8305000,-3458000,-55000,-14876000,-36423000,-54967000,30125000,4716000,33147000,23000,46184000,41327000,-74518000,0,0.316,68221000,-2867000,130343000,0.75,1.111,6.559,6.427,2727025000,4857000,24.1,2.293,2.232,40981000,-255383000,130824000,0,0,22836000,1,44312211,43128000,43128000,3.033,3290607000,0,-3366000,0,76.299,2008,6,2
